6825,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0001,1,2,1,3,3,5,5,4,5,6
12004,reviews-164805-0002,2,1,2,4,2,7,2,9,2,15,9,8,9,10,9,14,14,11,14,12,14,13,4,3,4,6,6,5
166,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0004,3,1,3,2,3,7,7,4,7,6,7,10,10,8,10,9,4,5
4892,email-enronsent38_01-0085,1,2
6036,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0015,3,1,3,2,3,4,3,16,3,18,3,30,18,17,18,23,23,19,23,20,23,21,23,22,23,24,23,26,23,28,28,27,28,29,26,25,16,15,4,7,4,14,14,13,7,5,7,6,7,8,7,11,7,12,11,9,11,10
3172,email-enronsent40_01-0021,5,1,5,2,5,3,5,4,5,7,5,16,5,20,5,21,20,18,20,19,18,17,7,6,7,8,7,11,11,10,11,12,11,15,15,13,15,14,8,9
4427,email-enronsent35_01-0023,2,1,2,4,2,5,4,3
9273,answers-20111108110329AAxl1pb_ans-0013,2,1,2,4,2,20,2,21,20,11,20,13,20,15,20,19,15,14,15,18,18,16,18,17,13,12,4,3,4,5,4,10,10,6,10,8,10,9,8,7
7147,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0188,4,3,3,1,3,2
2649,email-enronsent25_01-0096,1,2
6112,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0047,1,3,3,2
2035,email-enronsent08_02-0043
7093,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0134,1,3,1,4,1,5,1,20,5,9,5,17,5,19,19,18,9,6,9,7,9,8,9,16,16,15,15,10,15,13,15,14,13,11,13,12,3,2
4277,email-enronsent03_01-0031,2,1
9209,answers-20111107211742AAHZaPe_ans-0053,2,1,2,4,2,8,4,3,4,6,6,5,6,7
10276,reviews-127252-0002,3,1,3,2,3,5,3,6,3,12,6,8,6,11,11,9,11,10,8,7,5,4
2856,email-enronsent11_01-0109,1,2
10023,reviews-187875-0002,4,1,4,2,4,3,4,7,4,10,7,5,7,6,7,9,9,8
9063,answers-20111108103957AAcF3iZ_ans-0019,5,1,5,2,5,3,5,4,5,7,5,8,5,11,5,14,5,20,14,12,14,13,14,17,14,19,19,18,17,15,17,16,8,10,10,9,7,6
3060,email-enronsent15_01-0074,11,4,11,8,11,9,11,10,11,16,11,26,16,12,16,13,16,14,16,15,16,18,18,17,18,20,18,23,23,21,23,22,23,25,25,24,20,19,4,1,4,2,4,3,4,7,7,5,7,6
5814,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0014,1,2,1,8,1,9,8,3,8,4,8,5,8,6,8,7
12093,reviews-220214-0007,5,2,5,3,5,4,5,10,5,13,10,6,10,8,10,9,10,12,12,11,8,7,2,1
12007,reviews-164805-0005,2,1,2,3,2,5,2,12,2,16,12,10,12,11,12,15,15,13,15,14,5,4,5,8,8,6,8,7,8,9
1495,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0146,10,6,10,7,10,8,10,12,10,17,10,18,10,26,18,20,20,19,20,23,23,21,23,22,23,25,25,24,12,11,12,16,16,13,16,14,16,15,8,9,6,1,6,2,6,5,5,4,4,3
8700,answers-20111108111107AAlrzok_ans-0010,3,1,3,2,3,4,3,5
12048,reviews-330966-0003,3,1,3,2,3,6,3,8,3,26,3,40,26,9,26,10,26,14,26,21,26,24,26,25,26,29,29,27,29,28,29,31,29,39,39,32,39,33,39,34,39,35,39,38,38,36,38,37,31,30,24,22,24,23,14,11,14,12,14,13,14,17,17,15,17,16,17,20,20,18,20,19,8,7,6,4,6,5
6752,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0108,2,1,2,7,2,19,7,3,7,4,7,5,7,6,7,8,7,9,7,12,12,10,12,11,12,13,13,16,16,14,16,15,16,18,18,17
9585,answers-20111108065616AAKtL2c_ans-0015,11,2,11,4,11,7,11,9,11,10,11,12,11,14,11,20,14,13,14,16,16,15,16,17,17,19,19,18,9,8,7,5,7,6,2,1,2,3
8256,answers-20111108101024AANYJpw_ans-0014,7,3,7,6,7,9,7,25,7,26,25,18,25,19,25,23,25,24,19,20,20,22,22,21,9,8,9,12,12,10,12,11,12,15,15,13,15,14,15,17,17,16,3,1,3,2,3,5,5,4
2729,email-enronsent22_01-0064,3,1,3,2,3,5,3,13,5,4,5,7,7,6,7,9,7,12,12,10,12,11,9,8
2427,email-enronsent17_01-0068,1,2
3370,email-enronsent44_01-0001,2,1,2,3
11779,reviews-183518-0007,2,1,2,3,2,11,2,26,11,6,11,7,11,8,11,9,11,10,11,13,13,12,13,16,16,14,16,15,16,20,20,17,20,18,20,19,20,21,21,23,23,22,23,25,25,24,3,5,5,4
1275,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0175,3,1,3,2,3,5,3,11,3,17,11,6,11,10,11,12,11,14,14,13,14,16,16,15,10,7,10,8,10,9,5,4
3112,email-enronsent34_01-0039,3,1,3,2,3,5,3,22,5,6,5,7,5,8,5,10,5,16,16,14,16,15,16,18,18,17,18,19,18,21,21,20,10,9,10,13,13,11,13,12,6,4
5596,newsgroup-groups.google.com_emails_ec0a1064de05e74b_ENG_20040929_023800-0032,4,2,4,5,4,8,4,12,4,17,12,9,12,11,12,13,13,14,14,16,16,15,11,10,8,6,8,7,2,1,2,3
5276,email-enronsent33_01-0094,2,1,2,4,2,9,4,3,4,5,4,8,8,6,8,7
385,weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0059,9,1,9,2,9,5,9,6,9,7,9,8,9,10,9,13,10,12,12,11,5,3,5,4
7517,answers-20111108091609AAHOFa6_ans-0004,4,1,4,2,4,3,4,6,4,7,6,5
5562,newsgroup-groups.google.com_alt.animals.bear_395d998336aec581_ENG_20031225_105300-0029,3,1,3,5,3,8,3,12,3,16,12,9,12,10,12,11,12,15,15,13,15,14,8,6,8,7,5,4,1,2
440,weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0035,20,1,20,16,20,17,20,18,20,19,20,23,20,24,20,27,20,49,27,25,27,26,27,28,27,30,30,29,30,41,41,31,41,33,41,46,46,43,46,44,46,45,46,48,48,47,43,42,33,32,33,34,34,39,39,35,39,36,39,37,39,38,39,40,23,21,23,22,1,2,1,4,4,3,4,8,8,5,8,7,8,12,12,9,12,10,12,11,12,15,15,13,15,14,7,6
8367,answers-20111108073322AA27tkh_ans-0004,9,3,9,4,9,6,9,7,9,8,9,11,9,28,11,10,11,13,11,17,11,18,11,21,21,19,21,20,21,23,23,22,23,26,26,24,26,27,24,25,17,14,17,15,17,16,13,12,6,5,3,1,3,2
11316,reviews-335225-0002,9,5,9,7,9,8,9,10,9,12,9,15,12,11,12,14,14,13,5,1,5,3,5,4,5,6,3,2
12198,reviews-235423-0015,9,2,9,5,9,8,9,11,9,17,11,10,11,13,13,12,13,16,16,14,16,15,8,7,7,6,2,1,2,4,4,3
6807,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0048,3,1,3,9,3,10,9,4,9,5,9,7,9,8,5,6,1,2
56,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0017,6,1,6,4,6,5,6,10,6,19,10,7,10,8,10,9,10,12,12,11,12,13,12,16,16,14,16,15,16,18,18,17,1,3,3,2
109,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0045
10877,reviews-128636-0002,8,1,8,2,8,3,8,5,8,12,8,13,12,9,12,10,12,11,5,4,5,7,7,6
2683,email-enronsent22_01-0018,5,1,5,2,5,3,5,4,5,7,5,8,7,6
9504,answers-20111107175720AAlb2TB_ans-0039,3,1,3,2,3,7,3,9,3,10,3,18,3,25,9,8,7,4,7,5,7,6,5,13,5,22,22,19,22,20,22,21,22,24,24,23,13,11,13,12,13,17,17,14,17,15,17,16
2930,email-enronsent24_01-0065,1,2
4695,email-enronsent37_01-0035,12,1,12,11,12,14,12,31,14,13,14,17,14,18,18,30,30,19,30,21,30,22,30,25,30,26,30,29,26,28,28,27,25,23,25,24,21,20,17,15,17,16,1,2,1,4,1,7,1,10,10,9,7,6,7,8,4,3,4,5
1630,email-enronsent19_01-0046,3,1,3,2,3,5,3,11,3,19,3,21,3,22,21,20,19,15,19,16,19,18,16,17,11,10,11,13,13,12,13,14,5,4,5,9,9,6,9,7,9,8
10691,reviews-274106-0004,5,3,5,4,5,6,3,1,3,2
6791,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0032,2,1,2,7,2,70,7,3,7,4,7,5,7,6,7,10,7,11,7,16,7,27,16,12,16,14,16,15,16,18,16,20,16,26,26,21,26,22,26,24,26,25,22,23,20,19,18,17,12,13,10,8,10,9,3,30,30,28,30,29,30,31,30,34,30,39,30,44,30,46,30,49,49,47,49,48,49,55,55,50,55,53,55,54,55,56,55,57,55,64,55,69,69,65,69,66,66,68,68,67,57,59,57,63,59,58,59,62,62,60,62,61,53,51,53,52,44,40,44,42,44,43,44,45,40,41,34,32,34,33,34,38,38,35,38,36,38,37
1734,email-enronsent30_01-0024,6,3,6,4,6,5,6,9,6,11,6,28,11,10,11,12,11,13,13,18,18,14,18,15,18,16,18,17,18,21,18,24,18,25,18,27,27,26,24,22,24,23,21,19,21,20,9,7,9,8,3,1,3,2
11164,reviews-314974-0006,2,1,2,4,2,17,4,3,4,7,4,10,4,14,14,12,14,13,14,16,16,15,10,8,10,9,10,11,7,5,7,6
9471,answers-20111107175720AAlb2TB_ans-0006,7,1,7,2,7,4,7,5,7,6,7,10,7,30,10,8,10,9,10,12,12,11,12,15,12,20,20,16,20,17,20,18,20,19,20,25,25,21,25,22,25,24,25,29,29,26,29,27,29,28,24,23,15,13,15,14,1,3
2976,email-enronsent24_01-0111,3,1,3,2,3,8,3,9,8,4,8,5,8,6,8,7
12068,reviews-107692-0007,3,1,3,2,3,5,3,6,3,15,6,10,10,7,10,8,10,9,5,4,4,14,14,11,14,12,14,13
6144,newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0029,3,2,3,4,3,9,3,10,9,5,9,6,9,8,6,7,2,1
3811,email-enronsent10_01-0009,2,1,2,6,2,19,2,29,19,9,19,10,19,14,19,18,19,20,19,21,19,25,25,22,25,23,25,24,25,26,25,28,28,27,14,11,14,12,14,13,14,17,17,15,17,16,6,3,6,4,6,5,6,8,8,7
8578,answers-20111108051456AAQJaXR_ans-0007,5,2,5,3,5,4,5,11,5,17,11,6,11,7,11,8,11,9,11,10,11,14,14,12,14,13,14,16,16,15,2,1
9764,answers-20111108104724AAuBUR7_ans-0048,6,2,6,3,6,4,6,5,6,7,2,1
11622,reviews-055207-0002,2,1,2,4,2,10,4,3,4,9,9,5,9,7,9,8,7,6
5404,newsgroup-groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200-0004,9,1,9,7,9,8,9,15,9,73,15,10,15,11,15,12,15,13,15,14,15,18,15,32,15,36,36,33,36,34,36,35,36,38,36,43,36,47,36,54,54,56,54,59,54,65,54,70,70,69,70,72,72,71,65,63,65,64,65,68,68,66,68,67,59,57,59,58,59,62,62,60,62,61,56,55,47,44,47,45,47,46,47,50,47,53,50,48,50,49,50,51,51,52,38,37,38,40,40,39,40,42,42,41,32,24,32,28,32,29,32,30,32,31,28,25,28,26,28,27,18,16,18,17,18,20,20,19,20,23,23,21,23,22,1,6,6,2,6,3,6,5,5,4
659,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0033,31,1,31,3,31,28,31,29,31,30,31,32,3,2,3,7,3,24,24,17,24,18,24,20,24,23,24,25,24,27,27,26,20,19,20,22,22,21,7,5,7,6,7,10,7,13,13,11,13,12,13,16,16,14,16,15,10,8,10,9,5,4
3806,email-enronsent10_01-0004,3,1,3,2,3,5,3,8,3,30,8,6,8,7,8,10,8,20,20,17,20,18,20,19,20,23,23,21,23,22,23,24,23,25,23,27,27,26,27,29,29,28,10,9,10,12,10,15,15,13,15,14,15,16,12,11,5,4
1962,email-enronsent26_01-0030,1,2
8179,answers-20111108094504AAKrc8F_ans-0014,1,2,1,5,1,6,5,3,5,4
3545,email-enronsent06_01-0094,1,2
12078,reviews-187266-0006,6,2,6,3,6,4,6,5,6,8,6,15,8,7,8,11,11,9,11,10,11,14,14,12,14,13,2,1
12387,reviews-290594-0011,4,1,4,2,4,3,4,6,4,9,4,10,4,14,4,18,4,49,18,15,18,16,18,17,18,20,18,22,22,21,22,24,24,23,24,26,24,29,24,32,24,33,24,34,34,35,35,38,35,41,41,39,41,40,41,43,43,42,43,45,45,44,45,47,45,48,47,46,38,36,38,37,32,30,32,31,29,27,29,28,26,25,20,19,9,7,9,8,6,5,6,12,12,11,12,13
9094,answers-20111108111312AAq4ETn_ans-0020,9,3,9,8,9,12,9,23,12,10,12,11,12,15,12,20,20,16,20,18,20,19,20,22,22,21,18,17,15,13,15,14,3,1,3,2,3,5,3,7,7,6,5,4
10972,reviews-191666-0008,3,1,3,2,3,5,3,15,5,4,5,7,5,11,11,10,11,14,14,12,14,13,7,6,7,9,9,8
3044,email-enronsent15_01-0058,1,2,1,5,1,17,5,3,5,4,5,8,5,14,14,11,14,13,14,16,16,15,13,12,8,6,8,7,8,10,10,9
4222,email-enronsent41_01-0096,1,2
9643,answers-20111108065616AAKtL2c_ans-0073,5,2,5,3,5,4,5,10,5,11,10,1,10,6,10,7,10,8,10,9
7105,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0146,1,2,1,3,1,23,3,6,3,9,9,7,9,8,9,15,9,21,21,19,21,20,21,22,15,10,15,11,15,12,15,13,15,14,15,18,18,16,18,17,6,4,6,5
8490,answers-20111108090524AAofoXT_ans-0004,3,1,3,2,3,5,3,18,5,4,5,6,5,13,13,12,13,14,13,17,17,15,17,16,6,7,6,10,6,11,10,8,10,9
2127,email-enronsent01_02-0042,1,3,1,7,3,2,3,4,3,6,6,5
680,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0054,3,1,3,2,3,7,3,27,7,4,7,5,7,6,7,8,7,9,7,24,24,10,24,13,24,22,24,23,24,25,24,26,13,11,13,12,13,15,13,16,16,19,19,17,19,18,19,21,21,20,15,14
2689,email-enronsent22_01-0024,13,1,13,2,13,8,13,9,13,10,13,11,13,12,13,15,13,16,15,14,8,3,8,5,5,6,5,7,3,4
4936,email-enronsent38_01-0129
153,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0026,3,1,3,4,3,6,3,7,3,8,3,17,8,14,8,16,16,15,14,11,14,13,11,9,11,10,11,12,6,5,1,2
2462,email-enronsent17_01-0103,1,2
3753,email-enronsent31_01-0024,1,2,1,4,1,13,4,3,4,6,6,5,6,8,8,7,8,10,10,9,10,12,12,11
5729,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0012,24,3,24,9,24,11,24,23,24,26,24,52,26,25,26,30,26,40,40,39,40,44,44,41,44,43,44,49,49,45,49,46,49,47,49,48,49,51,51,50,43,42,30,27,30,28,30,29,30,33,33,31,33,32,33,36,36,34,36,35,36,38,38,37,11,10,11,12,11,16,16,13,16,14,16,15,16,20,20,17,20,18,20,19,20,22,22,21,3,1,3,2,3,8,8,4,8,5,8,6,8,7
8833,answers-20111108092321AAK0Eqp_ans-0009,4,1,4,2,4,3,4,9,4,35,9,5,9,6,9,7,9,8,9,10,9,14,9,26,26,24,26,25,26,28,28,27,28,31,28,34,34,32,34,33,31,29,31,30,14,11,14,12,14,13,14,16,16,15,16,19,19,17,19,18,19,20,19,23,23,21,23,22
5602,newsgroup-groups.google.com_emails_ec0a1064de05e74b_ENG_20040929_023800-0038,5,2,5,3,5,4,5,10,5,22,10,6,10,7,10,12,12,11,12,13,12,17,17,16,17,18,17,21,21,19,21,20,13,15,15,14,7,9,9,8,2,1
2571,email-enronsent25_01-0018,2,1,2,4,2,6,2,12,2,15,12,7,12,8,12,9,12,10,12,11,12,14,14,13,6,5,4,3
6324,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0010,14,6,14,7,14,8,14,17,14,18,17,15,17,16,8,11,11,9,11,10,11,13,13,12,6,1,6,2,6,3,6,4,6,5
5304,email-enronsent33_01-0122,2,1,2,3
210,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0007,7,1,7,2,7,3,7,4,7,5,7,6,7,9,7,10,9,8
808,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0010,8,1,8,4,8,7,8,9,4,2,4,3,4,6,6,5
997,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0199,3,1,3,2,3,4,3,5,3,6
11660,reviews-036753-0007,5,3,5,4,5,6,5,10,5,14,5,23,14,11,14,12,14,15,14,18,14,19,14,22,22,20,22,21,18,16,18,17,12,13,10,7,10,8,10,9,3,1,3,2
7292,answers-20111106155648AAvG7DN_ans-0009,3,1,3,2,3,6,3,33,6,4,6,5,6,8,6,16,16,11,16,12,16,13,16,14,16,15,16,19,16,21,21,20,21,23,21,26,26,24,26,25,26,28,28,27,28,32,32,29,32,31,31,30,23,22,19,17,19,18,8,7,8,10,10,9
1287,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0187,3,1,3,2,3,5,3,29,5,4,5,7,5,9,5,20,20,18,20,19,20,21,20,24,20,28,28,25,28,26,28,27,24,22,24,23,9,8,9,14,9,17,17,15,17,16,14,10,14,11,14,12,14,13,7,6
6358,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0044,10,2,10,7,10,8,10,9,10,17,10,41,17,15,17,16,17,19,19,18,19,23,19,25,19,27,19,33,33,28,33,29,33,30,33,31,33,32,33,34,33,39,33,40,39,35,39,36,39,38,38,37,27,26,25,24,23,21,21,20,21,22,15,11,15,12,12,14,14,13,2,1,2,6,6,3,6,4,6,5
2940,email-enronsent24_01-0075,2,1,2,5,2,7,2,8,2,9,2,10,2,13,2,14,13,11,13,12,7,6,5,3,5,4
191,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0029,3,1,3,2,3,5,3,9,3,11,3,14,3,22,14,12,14,13,14,16,16,15,16,21,21,17,21,20,20,18,20,19,9,6,9,7,9,8,6,10,5,4
11670,reviews-034501-0005,6,1,6,2,6,3,6,4,6,5,6,7,6,13,7,9,9,8,9,12,12,10,12,11
6025,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0004,15,2,15,4,15,14,15,17,15,45,17,16,17,18,17,20,20,19,20,30,30,21,30,25,30,28,30,29,30,32,32,31,32,34,32,44,44,40,44,43,43,41,43,42,34,33,34,36,34,39,39,37,39,38,36,35,25,24,25,27,27,26,24,23,23,22,4,3,4,5,5,10,10,6,10,8,10,9,10,13,13,11,13,12,8,7,2,1
3528,email-enronsent06_01-0077,2,1
11119,reviews-071518-0005,4,1,4,2,4,3,4,7,4,17,7,5,7,6,7,9,7,11,11,10,11,13,13,12,13,16,16,14,16,15,9,8
8397,answers-20111108111128AAwfype_ans-0021,4,1,4,2,4,3,4,8,4,11,8,6,8,7,8,10,10,9,6,5
12472,reviews-053248-0004,8,1,8,2,8,3,8,5,8,9,8,10,8,11,5,4,5,7,7,6
1990,email-enronsent26_01-0058,3,2,3,4,2,1
7877,answers-20111108080049AAgT0iA_ans-0013,19,5,19,15,19,16,19,17,19,18,19,20,5,1,5,3,5,4,5,6,5,7,5,11,11,8,11,9,11,10,11,14,14,12,14,13,3,2
10188,reviews-257296-0005,5,1,5,2,5,3,5,4,5,11,5,22,5,23,22,13,22,16,22,19,22,20,22,21,16,14,16,15,16,18,18,17,11,6,11,8,11,9,11,10,11,12,8,7
1008,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0210,21,2,21,20,21,23,21,28,21,29,28,25,28,26,28,27,23,22,23,24,2,1,2,8,2,18,18,14,18,15,18,16,18,17,18,19,8,3,8,4,8,6,8,7,8,13,13,9,13,10,13,11,13,12,6,5
226,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0023,18,2,18,16,18,17,18,19,2,1,2,3,2,4,4,5,5,10,10,6,10,7,10,8,10,9,10,13,13,11,13,12,13,15,15,14
10258,reviews-162567-0003,14,2,14,11,14,12,14,13,14,15,14,17,15,16,2,1,2,4,4,3,4,7,7,5,7,6,7,10,10,8,10,9
8057,answers-20111108111010AASEk0S_ans-0004,15,3,15,4,15,8,15,12,15,14,15,16,15,21,15,35,35,33,35,34,35,36,35,42,35,49,49,46,49,47,49,48,49,52,52,50,52,51,42,41,42,45,45,43,45,44,36,40,40,37,40,38,40,39,21,19,21,20,21,23,23,22,23,24,23,26,26,25,26,29,29,27,29,28,29,32,32,30,32,31,16,18,18,17,14,13,8,5,8,6,8,7,8,11,11,9,11,10,3,1,3,2
5337,email-enronsent33_01-0155,1,3,3,2
9995,reviews-262441-0002,2,1
6894,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0070,10,1,10,7,10,8,10,9,10,19,10,20,19,11,19,12,12,13,12,18,18,14,18,15,18,16,18,17,1,4,1,6,6,5,4,2,4,3
9008,answers-20111107094641AATmyb6_ans-0003,4,1,4,2,4,3,4,6,4,8,4,16,4,18,16,13,16,15,16,17,15,14,8,7,8,12,12,9,12,10,12,11,6,5
3302,email-enronsent13_01-0046,1,2,1,4,1,10,4,3,4,5,5,9,9,6,9,7,9,8
